department,code,title,credits,description,prerequisites,grading_scheme
Landscape Architecture,LAA4358,Senior Independent Project,6,"This final semester-long project expands personal interests and talents, hones decision-making abilities, and sharpens professional skills through well-rounded, comprehensive completion of individual projects. Project must be approved by the faculty.",,
Landscape Architecture,LAA4362,Design Communications for Landscape Architects,4,"Immersive experience in visualization techniques in landscape architectural design and planning. Covers traditional drawing conventions (plan, section/elevation and perspective) and builds skills in digital communication and visualization methods.",,
Landscape Architecture,LAA4450,Landscape Architecture Design Implementation,5,Integration of the principles of construction with design. A combination of lecture and studio complements instruction in the design studio class. Students complete a full set of construction documents to support their design concept prepared in the beginning of the course.,,
Landscape Architecture,LAA4905,Special Studies in Landscape Architecture,1-6,Studio investigations of topics in landscape architecture adjusted to individual needs of advanced undergraduate and graduate students.,,
Landscape Architecture,LAA4935,Gardens of the World,3,"Assessment and discussion of works of landscape architecture with emphasis on user evaluation, design trends, and research directions. Open to all majors.",,
Landscape Architecture,LAA4940,Landscape Architecture Internship,3,Internship in a private/public sector office under the direction of a registered landscape architect; required for graduation.,,
Landscape Architecture,LAA4941C,Extended Internship with Landscape Architect,9,Internship in a private/public sector office under the direction of a registered landscape architect.,,
Civil and Coastal Engineering,CCE4015,Civil Engineering Estimating,3,Design of systems for estimating and cost control of human-machine productivity for civil engineering projects. Analysis of cost factors required for optimization of engineering-investment efficiency.,,
Civil and Coastal Engineering,CCE4204,"Construction Equipment, Methods and Management",3,"Theory and practice of construction operations, equipment utilization and construction methods. Analysis of costs. Optimizing crew and equipment. Heavy equipment costs. New emphasis on planning and executing a construction project.",,
Civil and Coastal Engineering,CCE4811,Construction Engineering Design,3,"Simulation of comprehensive construction project involving all phases of planning, scheduling and control from start to finish, which involves making major decisions. Oral presentation required at the end of course.",,
Civil and Coastal Engineering,CEG4011,Soil Mechanics,4,"Physical properties of soils, compaction, flow of water through soil, distribution of stress within soil and consolidation. Laboratory.",,
Civil and Coastal Engineering,CEG4012,Geotechnical Engineering,3,"Subsurface exploration settlements analysis, slope stability, earth pressure and an introduction to foundation design.",,
Civil and Coastal Engineering,CEG4104,Retaining Wall and Embankment Design,3,The application of soil mechanics to the design and analysis of various types of retaining structures and earthen embankments.,,
Civil and Coastal Engineering,CEG4111,Foundation Engineering Design,3,"Comprehensive design of geotechnical system, focusing on design of complete project and utilizing CAD programs. Designs, drawings and oral presentations through group effort.",,
